@relation mushroom-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N10-F1

@attribute Edibility {p,e}
@attribute CapShape {x,b,s,f,k,c}
@attribute CapSurface {s,y,f,g}
@attribute CapColor {n,y,w,g,e,p,b,u,c,r}
@attribute Bruises {t,f}
@attribute Odor {p,a,l,n,f,c,y,s,m}
@attribute GillAttachment {f,a}
@attribute GillSpacing {c,w}
@attribute GillSize {n,b}
@attribute GillColor {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute StalkShape {e,t}
@attribute StalkSurfaceAboveRing {s,f,k,y}
@attribute StalkSurfaceBelowRing {s,f,y,k}
@attribute StalkColorAboveRing {w,g,p,n,b,e,o,c,y}
@attribute StalkColorBelowRing {w,p,g,b,n,e,y,o,c}
@attribute VeilType {p}
@attribute VeilColor {w,n,o,y}
@attribute RingNumber {o,t,n}
@attribute RingType {p,e,l,f,n}
@attribute SporePrintColor {k,n,u,h,w,r,o,y,b}
@attribute Population {s,n,a,v,y,c}
@attribute Habitat {u,g,m,d,p,w,l}

@data
e,?,f,g,?,n,f,c,b,w,t,s,s,w,g,p,w,?,p,n,v,?
e,f,y,g,t,n,f,c,b,u,?,s,s,p,g,p,w,o,p,n,?,d
e,f,y,g,?,n,f,c,b,u,t,?,s,p,w,p,w,o,p,k,v,d
e,?,f,e,t,n,f,c,b,u,t,s,s,p,p,p,w,?,p,n,v,d
e,?,f,e,t,n,f,c,b,w,t,s,s,g,?,p,w,o,p,k,y,d
e,f,y,?,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,?,d
e,f,y,g,t,?,f,c,b,n,t,s,s,w,?,p,w,o,p,k,y,d
e,f,?,e,t,n,f,c,b,p,t,s,s,?,w,p,w,o,p,k,v,d
p,x,s,w,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,n,s,d
e,x,y,e,t,n,?,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d
e,f,y,n,t,n,f,?,b,p,t,s,s,?,p,?,w,o,p,k,v,d
e,f,f,e,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,?,y,d
e,f,y,e,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d
e,f,y,g,t,n,f,c,b,?,t,s,s,g,p,p,w,?,p,k,?,d
p,x,s,g,f,?,f,w,n,g,e,?,s,w,w,p,?,o,p,k,?,d
e,f,f,g,t,n,f,?,b,w,t,?,?,g,?,p,w,o,p,k,v,d
e,f,y,g,t,n,f,c,b,n,t,s,s,p,p,p,?,?,p,k,v,d
p,x,s,g,f,c,f,w,?,n,e,s,s,w,w,p,w,o,p,?,?,d
e,f,y,?,t,n,f,c,b,w,?,s,s,p,p,p,w,o,p,n,y,d
p,x,?,g,f,f,f,c,?,g,?,k,k,n,n,p,w,o,l,h,?,d
e,f,f,e,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,y,d
e,x,f,e,t,n,f,c,b,p,t,s,?,w,w,p,w,o,?,n,v,d
e,f,y,?,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d
e,f,f,n,t,n,f,c,b,?,t,s,s,w,p,p,w,o,p,k,v,d
e,f,y,?,t,n,f,c,b,n,t,s,s,?,p,p,w,o,?,n,y,d
e,f,y,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,n,v,d
e,f,f,?,t,?,f,c,b,u,t,s,s,w,?,p,w,o,p,n,y,d
e,f,y,e,t,n,f,c,b,w,t,?,s,w,g,p,w,o,p,k,v,d
e,f,y,n,t,n,?,c,b,n,t,s,s,g,p,p,?,o,p,n,y,d
p,?,s,w,?,c,?,w,n,n,e,s,s,w,w,p,w,o,p,?,v,d
e,x,y,n,t,n,f,c,b,n,t,s,s,g,p,p,?,o,p,n,v,d
e,f,y,n,t,n,f,?,b,u,t,s,s,g,w,p,w,o,p,k,v,?
e,f,y,?,?,n,f,c,b,w,t,s,?,g,g,p,w,o,p,k,y,d
e,f,y,?,t,n,f,c,b,p,t,s,s,p,w,?,w,o,p,n,v,d
p,x,f,?,f,c,f,w,n,p,?,s,s,w,w,p,w,o,?,n,v,d
p,x,f,w,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,s,d
e,f,f,e,t,n,f,c,b,p,t,s,?,g,g,p,w,o,p,n,y,?
e,f,y,g,t,n,f,c,?,n,?,s,s,p,w,p,?,o,?,k,y,d
e,f,f,?,t,n,f,c,?,?,t,s,s,w,w,p,w,o,p,k,v,d
e,x,f,g,t,n,f,c,b,p,t,?,s,g,g,p,?,o,p,n,v,d
e,f,y,g,t,n,f,?,b,n,t,s,s,g,w,p,w,o,p,k,v,d
e,f,y,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,v,d
e,f,y,e,?,n,f,c,b,w,t,s,s,w,w,p,?,o,p,k,y,d
p,x,f,g,f,f,f,c,b,g,e,k,k,?,n,p,w,o,l,h,?,d
e,f,f,?,t,?,f,c,b,n,t,s,?,w,w,?,w,o,p,k,y,d
p,f,f,g,f,f,f,c,b,p,e,k,k,n,n,?,w,o,l,h,v,d
e,f,f,e,t,n,f,c,b,p,t,s,s,p,g,p,?,o,p,k,v,d
p,?,f,g,f,c,f,?,n,n,e,s,s,w,w,p,?,o,p,k,v,?
e,f,y,g,t,n,f,c,b,w,t,?,s,p,g,p,w,o,?,k,y,d
p,x,s,g,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,d
e,f,y,n,t,n,f,c,b,n,t,s,s,g,p,p,?,?,p,k,y,d
e,f,y,g,t,n,f,c,b,n,t,?,?,g,p,p,w,?,p,k,y,d
e,f,y,g,t,n,f,c,b,p,t,s,s,g,g,p,w,?,p,k,y,d
p,x,f,g,f,c,f,w,n,n,?,s,?,w,w,p,w,o,p,n,s,?
p,?,f,g,f,?,f,c,b,g,e,k,k,p,?,p,w,o,l,h,v,d
e,f,y,n,t,n,f,c,?,u,t,s,s,p,p,p,w,o,p,k,y,d
e,f,y,g,?,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d
e,x,f,g,t,n,?,c,b,w,t,s,s,?,w,p,w,o,p,n,v,d
e,f,y,n,t,?,f,c,b,?,t,s,s,w,?,p,w,o,p,k,v,?
e,x,y,g,t,n,f,c,b,?,t,s,s,p,w,p,w,o,p,n,y,d
e,?,y,?,t,n,f,c,b,n,t,?,s,w,g,p,w,o,p,k,v,d
e,?,y,e,t,n,f,c,?,?,t,s,s,w,w,p,w,o,p,n,y,?
e,f,y,g,t,n,f,c,b,n,?,?,?,w,p,p,w,?,p,n,v,d
e,f,f,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,?,n,y,?
e,f,y,n,t,n,f,c,b,?,?,s,s,p,p,p,w,o,?,n,v,d
e,f,y,g,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d
e,f,f,e,t,n,f,c,b,p,?,s,s,p,w,p,w,o,p,k,?,d
e,?,?,?,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
e,x,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d
e,f,f,e,?,n,?,c,b,n,t,s,?,p,?,p,w,o,p,k,v,d
e,?,f,y,t,l,f,w,n,w,t,?,s,w,w,p,w,o,p,?,v,d
e,f,y,n,t,n,f,c,b,u,?,s,s,?,p,p,?,o,?,?,v,?
p,x,f,?,f,f,f,?,b,p,?,k,k,n,p,p,w,o,l,h,v,d
p,x,s,g,f,c,f,?,n,n,e,s,?,w,w,p,?,?,p,n,v,d
e,f,?,n,t,?,f,?,b,u,t,s,s,g,w,p,w,o,p,n,y,d
e,f,?,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,d
p,f,?,y,f,?,f,?,b,?,e,k,k,?,n,p,w,o,l,h,?,d
p,x,f,g,?,f,f,c,b,p,e,k,?,b,b,p,?,o,l,h,y,d
e,f,f,?,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d
e,?,y,g,t,n,f,?,b,?,t,s,s,w,w,p,w,o,p,n,v,d
p,x,s,w,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,k,v,d
p,?,f,g,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d
e,f,?,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,v,d
e,x,f,n,?,n,f,?,b,w,t,s,s,w,?,p,w,o,?,k,v,d
e,f,f,g,t,n,f,c,b,u,t,s,?,?,w,p,w,o,p,k,v,d
p,x,f,y,f,f,f,c,b,?,e,k,k,b,n,p,w,o,l,h,?,d
p,x,y,g,f,f,f,?,b,g,e,k,k,n,p,p,w,o,l,h,v,d
p,x,?,y,f,f,?,c,b,g,e,?,k,b,?,p,?,o,l,h,y,d
p,x,f,w,f,c,f,c,n,?,e,s,s,w,w,p,w,o,p,k,?,?
e,f,f,?,t,?,f,c,?,u,t,s,s,p,w,p,?,o,p,n,v,d
p,x,y,y,f,?,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,d
p,f,y,?,?,f,f,?,b,p,e,k,?,b,?,p,w,o,l,h,v,d
p,x,y,y,f,f,f,c,b,p,e,k,k,n,?,p,w,o,l,h,v,d
e,f,f,g,t,n,f,?,b,w,t,s,s,w,w,p,w,o,p,k,y,d
p,x,f,p,?,c,f,w,n,n,e,s,s,w,w,p,w,?,p,n,v,d
e,f,y,e,t,n,?,c,b,p,t,s,s,w,w,p,?,o,?,n,v,d
p,x,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,?,l,h,v,?
e,x,f,n,?,n,f,c,b,p,?,s,s,?,p,p,?,?,?,n,v,d
p,x,f,y,f,?,f,c,b,g,e,k,k,b,b,p,?,o,l,h,?,?
p,f,y,g,f,f,f,c,b,g,e,k,k,n,p,p,?,o,l,h,v,d
p,?,y,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,?,w,v,d
e,x,f,n,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,y,d
p,f,y,g,f,?,f,c,b,g,e,k,?,b,b,p,w,o,l,h,y,d
p,x,y,y,f,f,?,c,b,g,e,k,k,b,?,p,w,o,l,?,y,d
e,f,f,e,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,y,d
e,f,s,w,t,a,f,w,n,p,t,s,s,w,w,p,?,?,p,u,v,d
e,x,f,w,t,l,?,w,n,w,?,s,s,w,w,p,?,o,p,n,v,d
e,?,f,n,t,n,f,c,?,n,t,s,?,g,p,p,w,o,p,n,y,d
p,x,y,y,f,f,f,c,?,g,?,k,k,b,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,?,e,k,k,p,b,p,w,o,l,h,?,d
p,?,f,y,f,f,f,c,b,g,e,k,k,p,b,?,w,o,?,?,v,d
e,x,f,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d
e,f,f,g,t,?,f,c,b,u,t,?,s,g,g,p,w,o,p,?,v,d
p,f,f,g,f,f,f,c,b,g,e,k,k,?,b,p,w,o,l,h,?,d
p,f,y,g,f,?,f,c,b,h,e,k,?,p,n,p,w,?,?,h,v,d
p,x,?,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,?,d
e,f,f,n,t,n,?,?,b,p,t,s,s,p,?,p,w,o,p,n,y,d
p,x,f,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,d
e,f,y,n,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,n,y,d
e,x,y,?,t,n,f,c,b,p,t,s,s,p,w,?,w,o,p,k,y,d
p,f,f,g,?,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,d
e,x,f,n,t,n,f,c,b,w,t,s,s,g,w,p,?,o,p,k,v,d
p,x,f,?,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,?
p,f,f,y,f,f,f,c,b,g,e,k,k,n,p,p,?,o,l,h,v,d
p,x,y,?,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,d
p,x,f,y,f,f,f,c,b,h,?,k,k,p,n,p,w,o,l,h,v,d
e,f,f,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,y,?
p,x,y,y,f,f,f,c,b,p,e,?,k,p,b,p,w,o,l,h,y,d
p,f,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,d
e,x,f,g,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d
p,x,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d
e,x,?,?,t,a,f,w,n,w,t,?,s,w,?,p,w,o,p,?,v,d
p,x,y,y,?,?,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d
e,x,y,g,t,n,f,?,b,u,t,s,s,g,g,p,w,o,p,k,v,d
p,?,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d
p,f,f,?,?,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,?
p,f,f,y,?,?,f,c,b,p,e,k,?,n,b,p,?,o,l,h,v,d
p,x,f,y,f,f,f,c,b,?,e,k,k,p,p,p,w,o,l,h,y,d
p,f,f,y,f,f,f,c,?,p,?,k,k,b,n,p,w,?,l,h,y,d
p,f,?,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d
e,x,y,e,t,n,f,c,b,?,t,s,s,p,p,p,w,o,?,n,?,d
e,x,f,w,t,l,f,w,n,p,?,?,s,w,w,p,w,o,p,n,v,d
p,?,f,y,f,n,?,c,n,w,e,k,y,?,y,p,w,o,?,w,v,?
e,x,f,n,?,n,f,c,b,p,?,s,s,w,w,p,?,?,p,k,y,d
e,f,f,y,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
p,x,y,y,f,f,f,c,b,p,e,k,?,p,p,p,w,?,l,h,v,d
e,x,?,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,w,t,s,s,g,g,p,w,?,p,?,?,d
e,f,y,?,f,n,f,c,n,u,e,s,?,?,w,?,w,o,?,h,?,d
e,x,s,w,t,a,f,w,n,n,t,?,?,w,w,p,w,o,p,u,?,d
e,x,?,n,t,n,f,c,b,u,t,s,s,w,w,p,?,?,p,n,y,d
p,f,y,y,f,?,?,c,b,p,?,k,k,p,p,p,w,o,l,h,y,d
p,b,?,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
e,x,s,y,t,?,f,?,n,p,?,s,s,w,w,p,w,o,p,n,v,d
e,f,f,n,t,n,f,c,b,?,t,?,s,g,w,p,w,o,?,n,v,?
p,x,y,e,f,y,f,c,?,b,t,k,s,?,?,p,w,o,e,w,v,d
e,x,f,g,t,n,f,?,b,n,t,s,s,w,g,?,w,o,p,k,?,d
e,f,f,y,t,l,f,w,n,p,t,s,s,w,w,?,w,o,p,n,v,d
e,x,f,?,?,n,f,c,?,p,?,s,s,g,w,p,w,o,p,k,y,d
e,x,f,w,t,l,f,w,n,n,t,s,s,w,w,p,?,o,p,n,?,d
p,x,f,y,f,f,f,c,?,p,e,k,k,p,?,p,w,o,l,h,y,d
p,f,y,y,f,n,f,c,n,w,e,k,y,w,n,p,w,?,e,w,v,d
e,x,f,e,t,n,f,c,b,n,t,s,s,p,g,p,w,?,p,n,v,?
e,x,f,e,t,n,f,c,?,p,t,s,s,w,w,p,w,o,p,n,y,d
e,f,y,g,t,n,f,c,b,w,t,?,s,p,p,?,w,o,p,k,v,d
e,f,?,n,t,n,f,?,?,n,t,s,s,g,w,p,w,o,p,n,y,d
p,x,y,n,f,s,?,c,n,b,t,k,s,p,w,p,w,o,e,?,v,d
e,f,?,r,f,n,f,c,n,u,?,s,f,w,w,p,w,o,f,h,y,d
e,x,y,u,f,n,?,c,n,p,e,?,f,w,w,p,?,o,?,h,v,?
e,x,f,n,t,n,f,c,?,u,?,s,s,w,g,p,w,o,p,k,?,?
e,x,y,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d
p,?,y,n,f,s,f,c,n,b,t,k,s,?,p,p,w,?,e,w,v,d
e,?,?,e,t,n,f,c,b,p,?,s,s,w,w,p,w,o,p,n,v,d
e,?,y,e,t,n,f,c,b,w,t,s,s,g,p,p,w,?,p,k,v,d
e,x,?,n,t,n,?,c,?,u,t,s,s,p,w,p,w,o,p,k,v,d
e,x,f,g,t,n,f,c,b,?,t,s,?,w,p,p,w,o,p,k,y,d
e,?,y,e,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,v,d
e,x,y,e,?,n,f,c,b,p,?,s,s,w,p,p,w,?,?,k,?,d
e,x,y,n,t,?,f,?,b,n,t,s,s,p,w,p,w,o,p,k,?,d
p,?,y,n,f,s,f,c,n,b,t,s,?,w,w,p,w,o,e,w,v,d
p,?,y,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
p,f,y,e,?,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
e,x,y,g,t,?,f,c,b,?,t,s,s,g,g,p,w,o,p,k,y,d
p,f,y,e,f,f,?,?,?,b,t,s,s,p,?,p,w,o,e,?,v,d
p,x,s,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,?,?,v,d
p,x,s,n,f,y,f,c,n,?,t,s,s,p,w,p,?,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,?
p,x,y,e,f,s,f,c,n,b,?,s,k,p,p,p,w,o,e,w,v,d
p,f,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
p,f,s,e,?,s,f,c,n,?,?,s,s,p,w,p,w,?,e,w,v,d
p,x,y,e,?,s,f,c,n,b,t,s,k,p,?,p,?,o,e,w,v,d
p,f,?,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,?
p,f,s,n,f,f,f,c,?,b,t,s,k,?,p,p,w,o,e,?,?,d
p,x,y,e,f,?,f,c,n,?,t,s,k,p,p,p,?,o,e,w,v,d
p,x,s,n,f,?,?,c,n,b,t,?,s,p,w,p,w,o,e,w,v,d
p,?,s,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
p,?,s,e,?,f,f,c,n,b,t,k,s,w,w,p,w,o,e,?,v,d
p,x,s,n,f,y,f,c,n,b,?,s,k,w,?,p,w,o,?,w,v,?
p,x,s,e,f,?,f,c,n,b,t,s,?,p,w,p,?,o,e,w,?,d
p,?,y,e,f,s,f,c,n,b,t,k,s,w,w,p,?,o,e,w,v,d
p,?,?,e,f,f,?,c,?,b,t,s,k,?,w,p,w,o,e,w,v,d
p,x,s,n,f,f,f,c,n,b,?,s,k,p,w,p,w,o,e,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,k,w,w,p,w,o,e,w,v,d
p,f,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,?,e,w,v,d
p,f,s,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,?,?,d
e,f,f,e,t,n,f,c,b,n,t,s,s,g,w,?,w,o,p,k,y,d
p,x,s,e,?,y,f,c,n,b,?,s,k,?,w,?,w,o,e,w,v,?
p,f,y,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
p,f,y,?,f,s,f,c,n,b,t,?,k,w,p,?,w,o,e,w,v,d
p,f,y,e,f,y,f,?,n,b,t,?,s,?,p,p,w,?,e,w,v,d
e,f,f,g,t,n,f,c,b,p,t,s,s,p,?,p,w,o,p,k,y,d
e,x,y,n,t,n,?,c,b,n,t,s,s,p,p,?,w,o,p,n,v,d
e,x,y,e,t,n,?,?,?,w,t,s,s,p,p,p,w,?,p,n,y,d
e,x,y,n,t,n,?,c,b,n,t,s,?,p,w,p,w,o,p,k,y,d
p,k,y,e,f,?,f,?,n,b,t,s,s,w,w,p,w,o,e,w,v,d
p,x,?,e,f,f,f,c,n,b,t,s,s,w,?,p,w,o,?,w,v,d
e,x,f,n,t,n,f,c,b,p,?,s,s,p,g,?,w,o,p,k,y,d
p,x,s,n,f,s,f,c,n,b,?,s,s,p,w,p,w,o,e,w,v,d
p,x,?,e,f,f,f,c,n,?,t,s,k,w,w,?,?,o,e,w,v,d
p,k,y,e,f,f,f,c,?,b,?,k,s,w,p,p,?,o,e,w,v,d
p,f,y,?,f,y,f,c,n,?,t,k,k,p,w,p,w,o,e,w,v,d
e,x,?,g,t,n,f,c,?,p,t,s,?,w,p,p,w,?,p,n,v,d
p,f,s,e,f,y,f,c,n,b,t,s,k,p,w,?,w,o,e,w,v,d
e,k,y,n,f,n,f,c,b,w,e,y,y,n,n,p,w,?,p,?,?,d
e,x,f,n,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,y,d
p,k,s,?,f,?,?,c,n,b,?,s,s,w,w,?,w,o,e,w,v,d
e,?,y,n,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,?,y,d
e,x,f,n,?,n,f,c,b,w,t,?,s,p,w,p,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,u,t,s,s,?,g,p,w,o,p,n,y,d
e,x,f,n,t,n,f,c,b,w,t,s,s,?,g,p,w,o,p,n,y,d
p,k,y,c,f,m,f,c,?,y,e,k,y,c,c,p,w,n,n,?,?,?
p,x,s,?,f,?,f,c,n,b,t,s,s,w,w,?,w,o,e,w,v,d
e,x,f,e,t,n,f,c,b,n,?,s,s,?,g,p,w,o,?,k,v,d
p,k,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
p,?,y,n,f,f,f,c,n,b,t,?,k,w,w,p,w,o,e,w,v,d
p,k,s,e,f,s,f,c,n,b,t,s,s,p,?,?,w,o,e,w,v,?
p,?,y,n,f,f,?,?,n,b,t,k,k,p,w,p,?,?,e,w,v,d
p,f,s,n,f,s,f,?,n,b,t,s,s,w,w,?,w,o,e,w,v,d
e,x,y,g,t,n,f,c,b,n,t,?,s,p,g,?,w,o,p,k,?,d
e,x,f,n,t,n,?,c,b,p,t,s,s,g,p,p,w,o,p,k,y,?
e,?,f,g,t,n,f,c,?,u,t,s,s,w,g,p,w,o,p,k,?,d
p,k,s,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
e,x,f,e,t,n,f,c,b,w,t,s,s,?,w,p,w,o,?,n,y,d
e,x,?,g,t,n,f,c,b,n,t,s,s,p,p,p,w,o,?,k,v,?
p,k,y,n,f,s,f,c,n,b,t,k,k,?,?,p,?,o,e,w,v,d
e,f,f,g,t,n,f,c,?,n,t,s,s,p,p,p,w,o,p,n,y,d
e,f,?,n,t,n,f,c,b,p,t,s,s,g,g,p,?,o,p,n,v,d
p,k,s,e,f,?,f,c,n,b,t,s,k,p,p,p,w,o,e,?,v,d
p,k,y,e,f,?,f,c,n,b,t,?,s,w,p,?,w,o,e,w,?,d
p,k,s,e,f,s,f,c,n,b,t,k,k,w,p,p,?,o,e,w,v,d
p,k,s,e,f,?,f,?,n,?,t,s,k,p,?,p,w,o,e,w,v,d
e,f,f,g,t,n,f,c,b,p,?,s,s,p,w,p,w,o,p,n,y,d
p,k,s,e,f,f,f,c,n,b,t,k,?,w,p,p,?,o,e,w,v,d
e,f,f,g,t,n,f,c,b,p,t,s,s,w,w,?,w,o,p,k,y,d
p,k,s,n,f,f,f,c,n,b,t,k,?,w,w,p,w,o,e,w,v,d
p,f,?,n,f,s,f,c,n,b,t,?,s,w,p,p,w,o,e,w,v,?
e,x,y,g,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,?,d
p,x,s,?,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,s,d
e,x,?,g,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,n,v,d
p,k,s,e,f,f,?,c,n,?,t,s,k,p,w,p,w,o,e,w,?,d
p,x,?,?,f,f,f,?,n,b,?,s,s,w,w,p,w,o,e,w,v,d
p,k,s,n,f,s,?,c,n,b,t,k,s,p,p,p,w,?,e,w,v,d
e,x,y,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,?,n,v,d
p,?,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,?,?,w,v,?
p,x,y,n,f,s,f,c,n,?,t,s,k,w,?,p,w,o,e,w,v,l
e,f,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,?,e,w,v,l
p,x,y,n,f,s,f,c,n,b,?,s,k,w,p,?,w,o,e,w,v,l
p,k,y,n,f,y,?,?,?,b,?,k,s,p,p,p,w,o,e,w,v,l
p,x,s,e,f,s,f,c,n,b,t,k,k,p,w,?,w,o,e,w,v,l
p,x,?,e,f,f,?,c,n,?,?,s,k,w,p,p,?,o,e,w,v,l
p,x,?,?,f,?,f,?,n,b,?,k,s,?,p,p,w,o,e,w,v,l
p,f,s,e,?,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
p,x,y,e,f,?,f,c,n,b,?,s,k,p,w,p,w,o,e,?,v,l
p,x,y,n,f,f,f,c,n,b,?,k,k,w,w,p,w,o,?,w,v,l
p,f,s,e,f,f,?,c,n,b,t,k,s,p,p,p,w,o,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
p,?,y,n,?,y,f,c,n,b,t,k,k,?,p,?,w,o,e,w,v,l
p,x,s,n,f,y,f,?,?,?,t,k,s,p,?,p,w,o,e,w,v,?
p,?,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
p,x,s,e,?,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
p,f,s,n,?,f,f,c,n,b,?,s,s,p,p,p,w,o,e,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,s,p,p,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,?
p,x,s,n,?,?,f,c,n,?,t,?,s,w,?,p,w,o,e,w,v,l
p,f,y,e,f,f,f,?,n,b,?,s,s,w,?,?,w,o,e,w,v,?
p,f,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,?,l
p,f,s,n,f,?,f,c,n,b,t,?,s,w,?,p,w,?,e,?,?,l
p,x,s,n,?,y,f,c,n,b,t,s,?,p,w,p,w,o,e,w,v,?
p,x,s,n,f,y,f,?,n,b,?,s,s,w,p,p,w,o,e,w,v,l
p,x,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
p,f,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,s,k,p,w,?,?,o,e,w,?,l
p,x,s,e,f,f,f,c,n,b,t,s,k,p,?,p,w,o,?,w,v,l
p,f,y,n,f,?,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
p,?,s,n,?,s,f,c,n,b,t,s,s,w,w,p,?,o,e,w,v,l
p,f,s,e,f,?,f,c,n,b,t,k,k,w,p,p,w,o,e,?,v,l
p,?,y,e,f,f,f,c,n,b,t,s,s,w,p,p,?,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
e,k,y,c,f,n,f,w,n,w,e,s,?,w,n,p,w,o,e,?,v,?
p,c,g,w,t,n,f,w,n,w,?,s,s,w,w,p,w,o,p,w,c,l
p,f,?,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,?
p,k,s,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,?
p,k,s,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
p,k,y,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
p,x,s,n,f,y,f,c,n,b,t,s,k,w,?,p,w,o,e,?,?,l
e,b,s,n,f,n,a,c,b,o,e,s,s,?,o,p,n,o,p,o,v,l
