@relation mushroom-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1

@attribute Edibility {p,e}
@attribute CapShape {x,b,s,f,k,c}
@attribute CapSurface {s,y,f,g}
@attribute CapColor {n,y,w,g,e,p,b,u,c,r}
@attribute Bruises {t,f}
@attribute Odor {p,a,l,n,f,c,y,s,m}
@attribute GillAttachment {f,a}
@attribute GillSpacing {c,w}
@attribute GillSize {n,b}
@attribute GillColor {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute StalkShape {e,t}
@attribute StalkSurfaceAboveRing {s,f,k,y}
@attribute StalkSurfaceBelowRing {s,f,y,k}
@attribute StalkColorAboveRing {w,g,p,n,b,e,o,c,y}
@attribute StalkColorBelowRing {w,p,g,b,n,e,y,o,c}
@attribute VeilType {p}
@attribute VeilColor {w,n,o,y}
@attribute RingNumber {o,t,n}
@attribute RingType {p,e,l,f,n}
@attribute SporePrintColor {k,n,u,h,w,r,o,y,b}
@attribute Population {s,n,a,v,y,c}
@attribute Habitat {u,g,m,d,p,w,l}

@data
e,f,f,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d
e,x,y,e,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d
e,x,y,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
e,x,f,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,y,d
e,x,y,n,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,y,d
e,f,y,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d
e,f,y,e,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d
e,f,y,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,v,d
e,f,f,w,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,u,v,d
e,f,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d
p,x,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,d
e,f,y,n,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d
e,f,y,e,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d
e,f,y,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d
e,f,y,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,v,d
e,f,y,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d
e,f,y,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d
e,f,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d
e,f,y,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d
e,f,f,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d
e,f,f,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d
e,f,f,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,n,v,d
e,f,f,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d
e,x,f,g,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,k,v,d
e,f,f,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d
e,f,f,g,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d
e,f,f,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,y,d
e,x,y,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d
e,f,f,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d
e,x,f,g,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d
e,f,y,e,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,y,d
e,f,f,e,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d
e,f,y,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
e,f,y,e,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,n,v,d
e,x,f,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d
p,x,f,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,d
e,x,y,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d
e,f,y,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d
e,f,y,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d
e,f,y,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d
e,x,y,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d
e,x,f,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d
p,x,s,w,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d
e,f,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d
e,f,f,n,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d
p,x,s,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d
e,f,y,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,v,d
p,x,y,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d
e,f,y,e,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,v,d
e,f,f,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,v,d
p,x,f,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,s,d
e,x,y,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d
e,f,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,y,d
e,f,f,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d
e,f,f,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d
e,f,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d
e,f,y,g,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,v,d
e,f,f,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d
p,x,f,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,d
e,f,y,g,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,y,d
e,f,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d
e,f,y,g,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,v,d
e,f,f,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,y,d
e,f,f,e,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d
e,f,y,n,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d
e,f,f,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,y,d
e,f,y,g,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d
p,x,s,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,d
p,x,s,p,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d
e,f,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,d
e,f,y,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,y,d
e,f,y,e,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,y,d
e,x,f,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d
e,f,f,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,v,d
p,x,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,d
p,x,f,g,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,d
e,f,y,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d
p,x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,d
e,f,f,e,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d
e,f,y,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,y,d
p,x,s,p,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,n,s,d
p,x,s,p,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,s,d
p,x,f,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d
e,f,f,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,v,d
e,x,s,w,t,l,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d
e,f,f,w,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,v,d
e,f,f,n,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d
e,x,f,w,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d
e,f,f,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,y,d
e,x,y,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d
e,f,y,e,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d
e,f,y,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d
p,x,y,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
p,f,y,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d
e,x,y,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d
e,x,y,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d
e,x,f,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d
p,f,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d
e,x,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d
e,f,y,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,y,d
p,f,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,d
p,x,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d
e,x,f,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d
e,f,y,n,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d
e,f,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,y,d
p,x,s,g,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,k,v,d
e,f,f,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,y,d
e,f,f,w,t,l,f,w,n,w,t,s,s,w,w,p,w,o,p,n,v,d
e,x,y,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,y,d
e,f,f,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d
p,f,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,d
p,f,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,d
p,x,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d
e,x,y,e,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d
e,x,y,g,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d
e,f,s,y,t,l,f,w,n,w,t,s,s,w,w,p,w,o,p,n,v,d
p,x,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d
p,x,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,d
p,f,f,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d
e,x,y,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d
e,f,y,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d
p,f,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d
p,f,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d
e,f,f,g,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,v,d
e,f,f,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d
p,x,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
e,f,s,y,t,l,f,w,n,w,t,s,s,w,w,p,w,o,p,u,v,d
e,x,f,g,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,y,d
e,x,s,w,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
p,f,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d
p,f,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d
p,x,s,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d
p,x,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d
e,f,f,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d
p,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d
e,x,f,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,v,d
e,x,f,e,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,v,d
p,x,y,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
p,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d
e,x,f,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,y,d
p,b,y,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
p,x,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d
p,x,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
p,f,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,d
e,x,s,y,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
e,x,f,n,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,v,d
e,x,f,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d
e,f,s,y,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d
p,x,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
p,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d
e,x,y,e,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,n,y,d
p,f,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,d
e,x,s,w,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d
p,x,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
p,f,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d
e,x,y,e,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d
e,f,y,r,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d
e,x,f,n,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d
e,f,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d
e,f,f,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d
p,f,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,d
e,x,y,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d
e,f,f,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d
e,x,y,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d
e,x,f,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,v,d
e,f,f,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d
p,b,y,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
p,b,f,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
e,x,f,g,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d
e,x,y,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d
e,x,f,y,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
p,f,y,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
p,f,s,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
p,f,s,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
p,k,y,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
e,f,y,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,v,d
p,x,y,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
p,f,s,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
p,f,s,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
p,x,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
p,f,s,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
p,f,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
p,x,y,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
p,x,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
p,f,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
e,x,f,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,y,d
p,f,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
p,f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
p,x,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
p,x,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
p,f,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
p,f,s,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
p,k,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
p,f,s,e,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
p,k,s,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
p,k,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
p,k,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
p,f,y,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
p,k,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
e,x,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,y,d
p,f,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
e,x,y,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d
p,k,y,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
p,k,s,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
p,f,s,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
p,k,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
e,x,f,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,v,d
e,f,y,n,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,v,d
p,f,s,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
e,f,f,n,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,v,d
p,k,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
p,k,y,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
e,f,y,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d
p,k,y,n,f,m,f,c,b,y,e,k,y,c,c,p,w,n,n,w,c,d
e,x,y,n,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d
e,x,f,e,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d
p,k,y,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
p,k,y,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
p,k,s,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
p,x,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
e,x,y,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d
p,k,y,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
p,k,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
e,x,y,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d
e,x,f,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,v,d
p,k,s,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
e,x,f,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d
p,k,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
p,k,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
e,x,f,g,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,y,d
p,k,s,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
p,f,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
p,x,s,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
p,k,y,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
p,k,s,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
e,f,f,n,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,v,d
e,x,f,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d
e,x,y,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d
p,k,y,e,f,m,a,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d
p,f,y,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
e,x,y,g,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d
p,k,y,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
e,x,y,e,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d
p,k,y,e,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
p,k,y,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
p,k,g,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l
e,f,y,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
p,x,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
e,x,f,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,f,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
p,x,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
p,x,s,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
p,f,y,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
p,f,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
p,x,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
p,f,s,n,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,o,e,s,s,o,o,p,o,o,p,o,v,l
p,x,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
p,x,s,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
p,x,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
p,x,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
p,x,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
p,x,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
p,k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
p,x,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
e,k,f,c,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
p,x,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
p,k,y,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
